# INDEX | PRICE
1.0,13799.0
2.0,17500.0
4.0,18824.0
7.0,10435.0
8.0,10000.0
9.0,11150.0
10.0,12174.0
11.0,11674.0
12.0,15995.0
13.0,17526.0
14.0,11538.0
15.0,10000.0
18.0,11250.0
20.0,8571.0
21.0,15000.0
22.0,12213.0
23.0,10940.0
27.0,9683.0
28.0,14344.0
30.0,17827.0
31.0,15196.0
32.0,11608.0
33.0,11008.0
34.0,9643.0
36.0,9333.0
38.0,12369.0
43.0,11321.0
45.0,13750.0
46.0,11667.0
48.0,9750.0
49.0,12821.0
50.0,8246.0
52.0,8399.0
54.0,11905.0
55.0,8475.0
57.0,8750.0
58.0,11765.0
60.0,11481.0
62.0,15385.0
63.0,8000.0
64.0,18750.0
65.0,10000.0
67.0,8500.0
68.0,17333.0
73.0,11458.0
76.0,13699.0
77.0,15122.0
78.0,9750.0
80.0,11765.0
81.0,7812.0
82.0,12618.0
85.0,13167.0
87.0,8000.0
88.0,8173.0
89.0,9231.0
91.0,11159.0
92.0,19608.0
95.0,8413.0
96.0,13866.0
97.0,8889.0
98.0,12526.0
99.0,7986.0
100.0,10709.0
101.0,7692.0
102.0,8571.0
106.0,9444.0
108.0,17806.0
109.0,7763.0
112.0,13591.0
113.0,12179.0
114.0,12605.0
116.0,8248.0
118.0,8197.0
121.0,12329.0
122.0,8333.0
125.0,9554.0
126.0,14706.0
127.0,21994.0
132.0,12605.0
133.0,18044.0
134.0,8571.0
135.0,11594.0
138.0,16162.0
139.0,17017.0
140.0,10256.0
141.0,17949.0
142.0,9913.0
144.0,10010.0
146.0,16176.0
147.0,22418.0
148.0,16667.0
149.0,24444.0
152.0,7647.0
153.0,12963.0
156.0,8983.0
157.0,20690.0
158.0,17368.0
159.0,15217.0
160.0,13982.0
161.0,13333.0
163.0,10400.0
164.0,11134.0
165.0,11416.0
166.0,11239.0
167.0,13680.0
170.0,13078.0
172.0,8917.0
175.0,11017.0
176.0,8300.0
179.0,13364.0
181.0,11734.0
182.0,15812.0
183.0,16579.0
184.0,14515.0
185.0,18703.0
187.0,10690.0
190.0,19003.0
194.0,14576.0
195.0,10563.0
196.0,12557.0
197.0,15508.0
198.0,14444.0
200.0,11717.0
202.0,13111.0
204.0,8058.0
205.0,11942.0
207.0,10400.0
208.0,14615.0
211.0,12973.0
213.0,16517.0
214.0,22053.0
216.0,14846.0
217.0,19933.0
218.0,11364.0
221.0,15308.0
222.0,9231.0
223.0,14519.0
225.0,19075.0
228.0,17827.0
230.0,14118.0
231.0,8182.0
232.0,11111.0
